atributo,classe
"498.413.183.778.581.000,00","1.000.000.000.000.000.000,00"
"-48.001.631.813.079.100,00","0,00"
"426.825.666.938.253.000,00","1.000.000.000.000.000.000,00"
"17.974.652.050.092.500,00","0,00"
"-69.741.303.853.174.900,00","0,00"
"341.944.206.858.486.000,00","1.000.000.000.000.000.000,00"
"82.337.879.877.618.100,00","0,00"
"620.820.029.743.293.000,00","1.000.000.000.000.000.000,00"
"-138.229.839.224.748.000,00","0,00"
"-64.325.793.767.166.300,00","0,00"
"549.127.368.263.782.000,00","1.000.000.000.000.000.000,00"
"36.376.692.053.481.700,00","1.000.000.000.000.000.000,00"
"-117.746.882.594.509.000,00","0,00"
"92.048.943.165.882.000,00","0,00"
"114.678.729.042.263.000,00","0,00"
"103.819.509.830.162.000,00","1.000.000.000.000.000.000,00"
"608.236.533.322.022.000,00","1.000.000.000.000.000.000,00"
"63.268.222.638.193.500,00","0,00"
"-88.885.972.973.931.000,00","0,00"
"473.183.857.699.192.000,00","1.000.000.000.000.000.000,00"
"585.795.267.142.606.000,00","1.000.000.000.000.000.000,00"
"-12.106.780.695.156.200,00","0,00"
"67.062.092.498.270.300,00","0,00"
"-124.927.530.447.896.000,00","0,00"
"-5.927.036.451.437.840,00","0,00"
"59.707.716.677.032.800,00","0,00"
"65.323.096.274.356.800,00","0,00"
"520.961.243.276.904.000,00","1.000.000.000.000.000.000,00"
"273.560.552.572.421.000,00","0,00"
"449.032.217.296.394.000,00","1.000.000.000.000.000.000,00"
"469.196.773.137.980.000,00","1.000.000.000.000.000.000,00"
"-107.899.537.126.159.000,00","0,00"
"-6.003.818.459.282.170,00","0,00"
"-53.479.938.861.408.100,00","0,00"
"63.259.541.573.759.200,00","0,00"
"653.667.201.671.719.000,00","1.000.000.000.000.000.000,00"
"226.648.263.784.350.000,00","1.000.000.000.000.000.000,00"
"65.455.725.216.146.400,00","0,00"
"-62.364.106.957.302.800,00","0,00"
"57.279.114.626.437.900,00","0,00"
"-22.113.226.095.743.300,00","0,00"
"-110.649.005.883.056.000,00","0,00"
"235.173.590.785.990.000,00","1.000.000.000.000.000.000,00"
"-192.944.297.912.090.000,00","0,00"
"67.645.151.890.413.000,00","0,00"
"49.689.090.991.350.600,00","0,00"
"453.125.344.224.427.000,00","1.000.000.000.000.000.000,00"
"519.866.014.458.245.000,00","1.000.000.000.000.000.000,00"
"794.070.332.631.036.000,00","1.000.000.000.000.000.000,00"
"-41.083.154.507.564.300,00","0,00"
"98.950.491.279.134.800,00","1.000.000.000.000.000.000,00"
"29.846.304.286.480.600,00","0,00"
"31.720.663.030.449.600,00","0,00"
"97.953.652.991.767.100,00","0,00"
"-8.304.601.350.230.730,00","0,00"
"262.688.313.833.443.000,00","1.000.000.000.000.000.000,00"
"22.150.260.272.163.700,00","0,00"
"164.939.176.180.345.000,00","0,00"
"-32.375.239.277.409.400,00","0,00"
"122.071.950.061.635.000,00","0,00"
"68.216.655.277.475.300,00","0,00"
"771.030.763.537.978.000,00","1.000.000.000.000.000.000,00"
"546.263.794.483.777.000,00","1.000.000.000.000.000.000,00"
"479.325.406.098.244.000,00","1.000.000.000.000.000.000,00"
"65.810.355.185.310.400,00","0,00"
"449.359.189.559.846.000,00","1.000.000.000.000.000.000,00"
"781.009.584.456.132.000,00","1.000.000.000.000.000.000,00"
"-98.140.659.901.813.900,00","0,00"
"40.796.218.375.412.500,00","0,00"
"17.006.270.089.455.600,00","0,00"
"684.180.618.522.722.000,00","1.000.000.000.000.000.000,00"
"196.473.701.313.363.000,00","1.000.000.000.000.000.000,00"
"-98.758.448.234.594.600,00","0,00"
"810.863.842.502.432.000,00","1.000.000.000.000.000.000,00"
"94.133.939.971.181.800,00","0,00"
"107.418.584.432.471.000,00","0,00"
"226.510.254.784.338.000,00","0,00"
"802.136.056.264.048.000,00","1.000.000.000.000.000.000,00"
"104.931.636.866.135.000,00","0,00"
"48.910.232.703.929.000,00","0,00"
"94.352.056.797.437.300,00","0,00"
"-13.497.809.639.531.000,00","0,00"
"185.069.197.397.607.000,00","1.000.000.000.000.000.000,00"
"28.194.740.260.471.400,00","0,00"
"-76.039.616.415.144.200,00","0,00"
"55.122.184.268.045.700,00","0,00"
"-26.707.773.318.341.600,00","0,00"
"-2.339.051.334.625.010,00","0,00"
"-74.940.306.154.096.700,00","0,00"
"-56.013.512.112.117.400,00","0,00"
"58.341.388.609.416.000,00","0,00"
"-198.963.274.252.599.000,00","0,00"
"144.294.262.731.096.000,00","1.000.000.000.000.000.000,00"
"-40.699.222.371.259.100,00","0,00"
"18.369.222.485.271.500,00","0,00"
"-129.600.390.816.315.000,00","0,00"
"761.087.385.642.785.000,00","1.000.000.000.000.000.000,00"
"101.517.706.121.256.000,00","1.000.000.000.000.000.000,00"
"-65.178.626.838.482.200,00","0,00"
"-38.922.409.774.756.800,00","0,00"
"8.936.523.431.703.750,00","0,00"
"128.474.266.385.635.000,00","0,00"
"42.523.618.404.360.600,00","0,00"
"96.243.541.241.187.500,00","0,00"
"93.042.076.971.589.900,00","0,00"
"114.040.670.601.152.000,00","0,00"
"-20.281.371.495.921.400,00","0,00"
"222.067.561.675.795.000,00","0,00"
"362.951.702.939.434.000,00","1.000.000.000.000.000.000,00"
"192.040.468.541.230.000,00","1.000.000.000.000.000.000,00"
"-34.989.204.369.451.000,00","0,00"
"36.225.286.903.679.800,00","0,00"
"327.460.114.844.092.000,00","1.000.000.000.000.000.000,00"
"213.269.890.586.725.000,00","1.000.000.000.000.000.000,00"
"293.216.447.530.059.000,00","1.000.000.000.000.000.000,00"
"-25.713.286.478.690.500,00","0,00"
"457.137.327.306.619.000,00","1.000.000.000.000.000.000,00"
"-42.374.562.500.975.800,00","0,00"
"-123.845.173.994.100.000,00","0,00"
"-101.340.963.135.206.000,00","0,00"
"411.718.899.404.580.000,00","1.000.000.000.000.000.000,00"
"-8.675.397.325.230.100,00","0,00"
"479.861.549.557.915.000,00","1.000.000.000.000.000.000,00"
"-100.283.660.568.262.000,00","0,00"
"242.942.321.045.761.000,00","1.000.000.000.000.000.000,00"
"57.441.085.341.276.000,00","0,00"
"521.971.759.984.731.000,00","1.000.000.000.000.000.000,00"
"-138.108.816.010.620.000,00","0,00"
"122.487.643.701.019.000,00","0,00"
"204.677.790.955.250.000,00","1.000.000.000.000.000.000,00"
"182.284.138.704.835.000,00","0,00"
"63.705.803.220.106.200,00","0,00"
"203.876.837.517.074.000,00","1.000.000.000.000.000.000,00"
"443.060.814.320.087.000,00","1.000.000.000.000.000.000,00"
"13.668.351.377.120.200,00","0,00"
"180.470.993.239.718.000,00","0,00"
"-33.921.761.336.667.700,00","0,00"
"686.292.287.174.039.000,00","1.000.000.000.000.000.000,00"
"29.103.941.359.877.100,00","0,00"
"88.583.309.140.810.800,00","0,00"
"-9.506.462.853.194.160,00","0,00"
"63.872.319.229.845.500,00","0,00"
"42.100.373.706.001.000,00","0,00"
"-56.480.567.349.642.600,00","0,00"
"-22.323.480.914.164.300,00","0,00"
"37.168.064.956.177.100,00","0,00"
"112.394.098.061.198.000,00","0,00"
"-259.623.330.176.940.000,00","0,00"
"67.253.889.216.007.400,00","0,00"
"131.417.056.444.445.000,00","0,00"
"-108.039.248.496.040.000,00","0,00"
"114.700.698.070.817.000,00","1.000.000.000.000.000.000,00"
"-183.242.810.265.689.000,00","0,00"
"686.091.210.648.284.000,00","1.000.000.000.000.000.000,00"
"438.989.991.125.641.000,00","1.000.000.000.000.000.000,00"
"127.568.002.807.174.000,00","1.000.000.000.000.000.000,00"
"474.677.247.567.797.000,00","1.000.000.000.000.000.000,00"
"-177.974.368.834.428.000,00","0,00"
"88.525.014.616.254.800,00","0,00"
"108.373.452.973.954.000,00","0,00"
"536.234.404.021.031.000,00","1.000.000.000.000.000.000,00"
"308.963.800.686.950.000,00","1.000.000.000.000.000.000,00"
"727.579.033.142.855.000,00","1.000.000.000.000.000.000,00"
"33.970.153.782.019.500,00","0,00"
"119.481.879.893.955.000,00","0,00"
"896.255.748.173.459.000,00","1.000.000.000.000.000.000,00"
"129.932.130.529.238.000,00","0,00"
"-59.341.899.577.382.800,00","0,00"
"270.200.362.626.576.000,00","1.000.000.000.000.000.000,00"
"-46.423.699.511.194.700,00","0,00"
"-70.706.910.955.839.100,00","0,00"
"-95.659.753.339.415.500,00","0,00"
"-37.008.200.890.203.100,00","0,00"
"602.128.471.219.835.000,00","1.000.000.000.000.000.000,00"
"17.390.673.456.438.500,00","0,00"
"39.770.922.194.675.700,00","0,00"
"147.875.034.698.485.000,00","0,00"
"46.423.690.116.846.900,00","0,00"
"708.109.220.163.105.000,00","1.000.000.000.000.000.000,00"
"-169.053.877.616.294.000,00","0,00"
"152.779.346.309.895.000,00","1.000.000.000.000.000.000,00"
"125.390.438.572.062.000,00","0,00"
"145.742.333.422.172.000,00","0,00"
"-54.497.777.598.442.200,00","0,00"
"-96.871.048.443.020.500,00","0,00"
"240.504.886.493.120.000,00","1.000.000.000.000.000.000,00"
"-29.075.104.625.050.000,00","0,00"
"426.930.271.649.850.000,00","1.000.000.000.000.000.000,00"
"18.778.336.000.952.700,00","0,00"
"31.172.879.136.040.600,00","0,00"
"-73.631.509.459.445.800,00","0,00"
"-17.299.438.491.650.700,00","0,00"
"614.686.116.883.794.000,00","1.000.000.000.000.000.000,00"
"220.721.544.513.331.000,00","1.000.000.000.000.000.000,00"
"-58.188.123.455.620.800,00","0,00"
"145.115.392.011.942.000,00","0,00"
"412.193.229.788.350.000,00","1.000.000.000.000.000.000,00"
"15.436.033.030.286.400,00","1.000.000.000.000.000.000,00"
"-12.496.298.329.372.200,00","0,00"
"119.243.822.531.218.000,00","1.000.000.000.000.000.000,00"
"-91.683.509.450.916.300,00","0,00"
"-20.414.514.623.533.000,00","0,00"
"-96.685.476.788.135.200,00","0,00"
"82.258.468.728.753.300,00","0,00"
"-141.548.234.966.380.000,00","0,00"
"118.740.800.769.151.000,00","0,00"
"404.450.392.307.130.000,00","1.000.000.000.000.000.000,00"
"599.340.852.878.462.000,00","1.000.000.000.000.000.000,00"
"-87.726.379.269.443.500,00","0,00"
"75.526.509.985.476.800,00","0,00"
"420.382.269.372.768.000,00","1.000.000.000.000.000.000,00"
"325.070.144.364.857.000,00","1.000.000.000.000.000.000,00"
"478.537.836.291.918.000,00","1.000.000.000.000.000.000,00"
"11.477.664.825.222.900,00","0,00"
"166.113.565.465.385.000,00","0,00"
"57.716.672.568.101.300,00","0,00"
"-224.882.652.736.812.000,00","0,00"
"359.319.432.409.777.000,00","1.000.000.000.000.000.000,00"
"-59.054.309.613.024.700,00","0,00"
"530.629.590.547.332.000,00","1.000.000.000.000.000.000,00"
"-46.341.382.875.172.000,00","0,00"
"-25.246.045.638.725.300,00","0,00"
"425.348.059.158.786.000,00","1.000.000.000.000.000.000,00"
"10.725.557.969.159.200,00","0,00"
"45.733.081.291.384.500,00","0,00"
"360.592.022.602.485.000,00","1.000.000.000.000.000.000,00"
"-3.266.050.609.563.030,00","0,00"
"107.405.701.890.158.000,00","0,00"
"30.562.974.991.884.100,00","0,00"
"-39.374.247.201.111.700,00","0,00"
"64.412.415.994.439.500,00","0,00"
"-94.956.103.220.079.900,00","0,00"
"105.469.285.759.782.000,00","0,00"
"69.779.775.246.551.900,00","0,00"
"144.777.737.774.813.000,00","0,00"
"-43.080.752.422.588.400,00","0,00"
"48.292.663.152.385.800,00","0,00"
"128.864.877.750.026.000,00","0,00"
"-8.218.188.800.826.270,00","0,00"
"100.439.082.055.034.000,00","1.000.000.000.000.000.000,00"
"18.564.481.640.302.300,00","0,00"
"84.831.554.403.495.300,00","0,00"
"88.562.797.882.922.700,00","0,00"
"313.582.742.617.171.000,00","1.000.000.000.000.000.000,00"
"59.863.519.236.084.300,00","0,00"
"227.685.450.872.767.000,00","0,00"
"-42.479.339.729.963.900,00","0,00"
"-217.039.589.654.587.000,00","0,00"
"9.393.815.604.795.290,00","0,00"
"66.376.304.919.373.700,00","0,00"
"10.818.544.053.552.500,00","0,00"
"158.681.842.761.380.000,00","1.000.000.000.000.000.000,00"
"817.282.208.034.832.000,00","1.000.000.000.000.000.000,00"
"129.030.356.289.772.000,00","0,00"
"110.254.949.837.408.000,00","0,00"
"-17.801.606.533.261.000,00","0,00"
"-26.579.298.650.102.700,00","0,00"
"335.002.419.755.439.000,00","1.000.000.000.000.000.000,00"
"360.556.710.414.281.000,00","1.000.000.000.000.000.000,00"
"-123.782.653.440.928.000,00","0,00"
"-56.433.671.945.020.400,00","0,00"
"-53.980.863.262.650.100,00","0,00"
"470.767.331.130.948.000,00","1.000.000.000.000.000.000,00"
"49.623.068.549.943.800,00","0,00"
"-6.028.878.595.146.340,00","0,00"
"311.266.309.251.311.000,00","1.000.000.000.000.000.000,00"
"19.706.880.623.705.600,00","0,00"
"671.866.438.317.499.000,00","1.000.000.000.000.000.000,00"
"40.195.863.229.373.400,00","0,00"
"442.557.556.961.740.000,00","1.000.000.000.000.000.000,00"
"-122.030.418.850.689.000,00","0,00"
"326.325.007.820.399.000,00","1.000.000.000.000.000.000,00"
"249.864.309.208.411.000,00","1.000.000.000.000.000.000,00"
"7.891.467.270.249.260,00","0,00"
"-159.282.600.277.498.000,00","0,00"
"593.387.134.902.134.000,00","1.000.000.000.000.000.000,00"
"-172.664.259.565.402.000,00","0,00"
"-105.785.249.409.915.000,00","0,00"
"143.743.541.880.602.000,00","0,00"
"37.810.979.337.488.400,00","0,00"
"-16.733.475.656.453.800,00","0,00"
"31.454.708.612.416.700,00","0,00"
"64.737.895.641.636.800,00","0,00"
"17.158.508.656.617.500,00","0,00"
"207.705.497.810.665.000,00","0,00"
"56.599.088.040.249.400,00","0,00"
"-1.562.706.912.906.640,00","0,00"
"-83.925.441.220.558.600,00","1.000.000.000.000.000.000,00"
"-152.892.058.510.969.000,00","0,00"
"-86.228.912.306.142.600,00","0,00"
"70.605.280.776.803.100,00","0,00"
"-97.301.132.021.546.300,00","0,00"
"455.213.991.175.027.000,00","1.000.000.000.000.000.000,00"
"466.152.295.818.406.000,00","1.000.000.000.000.000.000,00"
"-51.636.026.948.458.000,00","0,00"
"-66.815.135.052.584.900,00","0,00"
"26.717.489.820.904.900,00","0,00"
"-53.485.600.110.209.700,00","0,00"
"-19.376.354.101.197.400,00","0,00"
"-88.147.368.478.105.800,00","0,00"
"411.701.493.526.999.000,00","1.000.000.000.000.000.000,00"
"270.332.904.433.256.000,00","0,00"
"74.367.360.492.428.500,00","0,00"
"4.155.145.062.277.000,00","0,00"
"-32.384.246.236.707.500,00","0,00"
"104.827.380.786.426.000,00","0,00"
"-64.412.249.288.982.800,00","0,00"
"122.312.451.117.971.000,00","0,00"
"-99.049.597.440.199.600,00","0,00"
"-134.719.103.339.940.000,00","0,00"
"60.197.463.734.981.100,00","0,00"
"306.391.026.143.929.000,00","1.000.000.000.000.000.000,00"
"260.320.851.498.331.000,00","1.000.000.000.000.000.000,00"
"231.883.387.577.412.000,00","1.000.000.000.000.000.000,00"
"598.778.101.527.386.000,00","1.000.000.000.000.000.000,00"
"284.671.201.031.627.000,00","1.000.000.000.000.000.000,00"
"53.201.873.996.987.400,00","0,00"
"42.974.584.917.995.900,00","0,00"
"-53.452.636.552.427.300,00","0,00"
"346.451.828.774.058.000,00","1.000.000.000.000.000.000,00"
"623.588.586.028.340.000,00","1.000.000.000.000.000.000,00"
"109.320.713.497.770.000,00","0,00"
"-39.616.096.296.717.300,00","0,00"
"-66.787.576.204.280.700,00","0,00"
"268.503.926.241.119.000,00","1.000.000.000.000.000.000,00"
"86.037.455.724.048.300,00","1.000.000.000.000.000.000,00"
"675.033.687.075.925.000,00","1.000.000.000.000.000.000,00"
"246.347.879.401.879.000,00","1.000.000.000.000.000.000,00"
"462.114.027.476.403.000,00","1.000.000.000.000.000.000,00"
"-28.688.460.023.239.600,00","0,00"
"67.445.822.336.802.700,00","0,00"
"-141.978.398.582.900.000,00","0,00"
"163.676.685.042.234.000,00","1.000.000.000.000.000.000,00"
"306.248.372.818.650.000,00","1.000.000.000.000.000.000,00"
"5.948.351.281.716.800,00","0,00"
"533.071.749.390.956.000,00","1.000.000.000.000.000.000,00"
"26.282.799.613.499.600,00","0,00"
"-25.808.972.485.390.400,00","0,00"
"-84.761.526.344.437.900,00","0,00"
"-43.138.606.923.030.600,00","0,00"
"578.207.533.406.597.000,00","1.000.000.000.000.000.000,00"
"204.834.343.166.302.000,00","1.000.000.000.000.000.000,00"
"-100.376.004.389.858.000,00","0,00"
"-32.685.878.340.767.000,00","0,00"
"23.873.415.770.855.000,00","0,00"
"-60.224.001.395.209.700,00","0,00"
"-92.071.277.340.421.000,00","1.000.000.000.000.000.000,00"
"-90.083.709.839.738.800,00","0,00"
"89.533.081.290.474.800,00","1.000.000.000.000.000.000,00"
"531.478.463.830.659.000,00","1.000.000.000.000.000.000,00"
"161.726.307.818.236.000,00","1.000.000.000.000.000.000,00"
"222.529.029.472.318.000,00","1.000.000.000.000.000.000,00"
"25.392.079.317.013.000,00","0,00"
"-109.236.910.532.395.000,00","0,00"
"345.047.186.351.931.000,00","1.000.000.000.000.000.000,00"
"-6.279.261.076.241.670,00","0,00"
"593.825.059.482.254.000,00","1.000.000.000.000.000.000,00"
"-113.249.717.056.378.000,00","0,00"
"307.630.510.487.443.000,00","1.000.000.000.000.000.000,00"
"413.180.996.279.830.000,00","1.000.000.000.000.000.000,00"
"-40.347.529.716.656.500,00","0,00"
"-75.574.137.181.162.800,00","0,00"
"35.627.195.623.654.100,00","0,00"
"67.710.163.327.931.200,00","0,00"
"180.876.452.686.423.000,00","1.000.000.000.000.000.000,00"
"187.042.475.963.806.000,00","0,00"
"356.277.364.924.481.000,00","1.000.000.000.000.000.000,00"
"-133.109.501.055.627.000,00","0,00"
"-16.528.578.055.224.800,00","0,00"
"573.306.920.527.618.000,00","1.000.000.000.000.000.000,00"
"172.007.784.524.371.000,00","1.000.000.000.000.000.000,00"
"554.081.241.102.311.000,00","1.000.000.000.000.000.000,00"
"-30.443.067.900.244.100,00","0,00"
"-96.020.878.724.771.100,00","0,00"
"118.371.684.906.111.000,00","0,00"
"623.224.698.664.645.000,00","1.000.000.000.000.000.000,00"
"259.669.948.671.961.000,00","1.000.000.000.000.000.000,00"
"100.047.476.614.660.000,00","0,00"
"115.129.998.241.877.000,00","0,00"
"-5.572.134.696.972.150,00","0,00"
"-85.194.073.743.351.600,00","0,00"
"-26.989.112.742.149.700,00","0,00"
"138.722.299.021.052.000,00","0,00"
"-92.623.893.980.431.400,00","0,00"
"457.241.531.292.494.000,00","1.000.000.000.000.000.000,00"
"331.094.862.419.285.000,00","1.000.000.000.000.000.000,00"
"-110.849.840.754.044.000,00","0,00"
"-132.699.121.902.178.000,00","0,00"
"775.840.457.233.205.000,00","1.000.000.000.000.000.000,00"
"489.872.469.930.809.000,00","1.000.000.000.000.000.000,00"
"98.905.029.474.409.100,00","0,00"
"364.954.295.484.630.000,00","1.000.000.000.000.000.000,00"
"463.322.562.981.012.000,00","1.000.000.000.000.000.000,00"
"476.906.415.586.614.000,00","1.000.000.000.000.000.000,00"
"623.488.515.241.431.000,00","1.000.000.000.000.000.000,00"
"-30.173.145.186.156.700,00","0,00"
"-149.975.828.151.260.000,00","0,00"
"-90.866.321.489.153.900,00","0,00"
"-64.392.025.395.548.100,00","0,00"
"315.715.316.886.228.000,00","1.000.000.000.000.000.000,00"
"141.250.098.551.110.000,00","0,00"
"91.405.681.624.016.900,00","0,00"
"275.186.715.654.344.000,00","1.000.000.000.000.000.000,00"
"434.554.520.804.196.000,00","1.000.000.000.000.000.000,00"
"310.130.438.603.325.000,00","0,00"
"120.273.753.351.686.000,00","1.000.000.000.000.000.000,00"
"21.044.466.293.568.500,00","0,00"
"5.978.858.073.722.170,00","0,00"
"557.578.339.133.883.000,00","1.000.000.000.000.000.000,00"
"431.536.175.177.838.000,00","1.000.000.000.000.000.000,00"
"-115.886.390.836.017.000,00","0,00"
"39.101.902.402.556.300,00","0,00"
"-11.310.425.442.109.900,00","0,00"
"406.269.303.873.329.000,00","1.000.000.000.000.000.000,00"
"103.744.197.544.869.000,00","0,00"
"112.785.098.263.248.000,00","1.000.000.000.000.000.000,00"
"-2.057.419.847.641.260,00","0,00"
"252.680.956.829.332.000,00","1.000.000.000.000.000.000,00"
"133.818.094.006.062.000,00","0,00"
"361.698.981.701.767.000,00","1.000.000.000.000.000.000,00"
"352.209.439.326.815.000,00","1.000.000.000.000.000.000,00"
"23.014.603.448.197.100,00","0,00"
"454.243.226.312.344.000,00","1.000.000.000.000.000.000,00"
"471.666.600.705.004.000,00","1.000.000.000.000.000.000,00"
"-93.561.772.462.462.100,00","0,00"
"8.636.638.813.632.600,00","0,00"
"-66.410.956.770.453.100,00","0,00"
"636.476.166.024.065.000,00","1.000.000.000.000.000.000,00"
"447.188.181.166.808.000,00","1.000.000.000.000.000.000,00"
"-69.914.858.984.169.400,00","0,00"
"-16.461.280.236.016.200,00","0,00"
"103.723.013.761.714.000,00","0,00"
"711.064.041.493.969.000,00","1.000.000.000.000.000.000,00"
"227.168.645.115.944.000,00","1.000.000.000.000.000.000,00"
"478.378.725.545.972.000,00","1.000.000.000.000.000.000,00"
"109.350.943.166.170.000,00","0,00"
"85.606.980.301.207.800,00","0,00"
"138.357.633.111.134.000,00","0,00"
"16.834.686.625.226.900,00","0,00"
"61.390.747.535.036.300,00","0,00"
"118.534.398.583.062.000,00","0,00"
"18.509.142.969.657.300,00","0,00"
"70.760.385.190.007.900,00","0,00"
"557.849.023.486.706.000,00","1.000.000.000.000.000.000,00"
"-3.801.189.323.924.000,00","0,00"
"143.239.677.507.031.000,00","0,00"
"144.375.758.276.078.000,00","0,00"
"35.034.739.213.541.900,00","0,00"
"-61.104.388.137.405.900,00","0,00"
"109.338.662.407.388.000,00","0,00"
"440.638.831.059.192.000,00","1.000.000.000.000.000.000,00"
"-133.910.679.933.896.000,00","0,00"
"-62.952.526.739.974.200,00","0,00"
"-71.485.355.347.381.700,00","0,00"
"-23.893.266.566.062.400,00","0,00"
"42.586.413.337.534.600,00","0,00"
"439.941.971.034.305.000,00","1.000.000.000.000.000.000,00"
"48.093.939.443.567.800,00","0,00"
"150.649.873.579.377.000,00","0,00"
"571.457.452.350.802.000,00","1.000.000.000.000.000.000,00"
"13.168.925.608.224.700,00","0,00"
"-135.811.344.443.495.000,00","0,00"
"271.950.268.757.861.000,00","1.000.000.000.000.000.000,00"
"-136.271.822.041.676.000,00","0,00"
"8.630.444.329.077.340,00","0,00"
"24.762.080.337.861.100,00","0,00"
"173.515.429.408.331.000,00","1.000.000.000.000.000.000,00"
"61.461.248.884.025.800,00","0,00"
"-94.811.752.485.874.200,00","0,00"
"-20.495.743.341.469.200,00","0,00"
"81.738.721.048.904.400,00","0,00"
"325.960.244.210.903.000,00","1.000.000.000.000.000.000,00"
"-16.202.655.602.092.300,00","0,00"
"48.251.528.072.745.600,00","0,00"
"125.457.092.181.808.000,00","0,00"
"34.998.389.275.923.800,00","0,00"
"-120.794.411.989.441.000,00","0,00"
"-81.635.889.138.812.100,00","0,00"
"-20.516.385.136.390.900,00","0,00"
"-34.912.237.880.490.900,00","0,00"
"85.296.963.220.094.200,00","0,00"
"396.628.955.125.667.000,00","1.000.000.000.000.000.000,00"
"87.435.783.514.577.200,00","0,00"
"6.508.893.694.732.440,00","0,00"
"211.300.903.017.092.000,00","1.000.000.000.000.000.000,00"
"117.232.530.711.196.000,00","0,00"
"7.120.280.022.162.640,00","0,00"
"-157.850.863.184.605.000,00","0,00"
"111.120.046.684.635.000,00","1.000.000.000.000.000.000,00"
"-110.645.076.330.084.000,00","0,00"
"187.769.166.737.790.000,00","1.000.000.000.000.000.000,00"
"-191.178.533.540.926.000,00","0,00"
"-72.132.628.895.771.900,00","0,00"
"805.287.289.396.479.000,00","1.000.000.000.000.000.000,00"
"-6.070.475.797.285.750,00","0,00"
"81.020.241.389.331.400,00","0,00"
"14.430.929.899.051.200,00","0,00"
"-191.168.577.501.240.000,00","0,00"
"62.950.720.472.472.700,00","1.000.000.000.000.000.000,00"
"19.558.338.614.207.100,00","0,00"
"-86.274.665.732.979.100,00","0,00"
"43.696.573.820.408.300,00","0,00"
"18.319.938.012.334.300,00","0,00"
"96.439.027.103.110.000,00","0,00"
"4.259.760.740.808.400,00","0,00"
"522.106.250.606.319.000,00","1.000.000.000.000.000.000,00"
"321.870.445.004.768.000,00","1.000.000.000.000.000.000,00"
"329.955.086.881.690.000,00","1.000.000.000.000.000.000,00"
"-20.777.106.566.452.700,00","0,00"
"-129.698.725.256.077.000,00","0,00"
"671.411.945.291.229.000,00","1.000.000.000.000.000.000,00"
"119.946.336.752.461.000,00","0,00"
"-76.196.947.217.713.500,00","0,00"
"72.687.168.526.075.000,00","0,00"
"-70.440.483.724.397.400,00","0,00"
"-168.887.997.069.564.000,00","0,00"
"-20.317.416.310.431.200,00","0,00"
"-139.241.917.895.154.000,00","0,00"
"-3.227.120.117.482.480,00","0,00"
"-227.281.918.081.518.000,00","0,00"
"35.787.361.266.808.900,00","0,00"
"37.812.987.455.809.300,00","0,00"
"-127.521.583.805.163.000,00","0,00"
"338.362.980.051.603.000,00","1.000.000.000.000.000.000,00"
"-22.887.400.148.501.700,00","0,00"
"651.069.232.009.377.000,00","1.000.000.000.000.000.000,00"
"77.394.577.715.367.100,00","0,00"
"3.454.708.736.933.570,00","0,00"
"-182.038.016.705.982.000,00","0,00"
"-215.303.359.972.989.000,00","0,00"
"714.569.093.851.226.000,00","1.000.000.000.000.000.000,00"
"224.453.601.836.872.000,00","0,00"
"36.560.028.774.300.000,00","0,00"
"-18.320.903.476.356.600,00","0,00"
"-22.141.333.832.107.200,00","0,00"
"17.006.504.903.116.800,00","0,00"
"30.035.712.822.661.700,00","0,00"
"38.197.950.232.345.900,00","0,00"
"368.804.092.669.560.000,00","1.000.000.000.000.000.000,00"
"-153.621.097.388.818.000,00","0,00"
"453.950.970.807.834.000,00","1.000.000.000.000.000.000,00"
"-223.457.735.440.537.000,00","0,00"
"374.934.721.418.087.000,00","1.000.000.000.000.000.000,00"
"-13.487.008.103.443.500,00","0,00"
"-79.642.181.103.225.700,00","0,00"
"-9.330.796.474.020.250,00","0,00"
"396.676.310.305.486.000,00","1.000.000.000.000.000.000,00"
"-122.826.970.009.068.000,00","0,00"
"58.692.076.392.522.300,00","0,00"
"446.726.099.913.701.000,00","1.000.000.000.000.000.000,00"
"476.532.042.918.184.000,00","1.000.000.000.000.000.000,00"
"-73.736.736.132.083.200,00","0,00"
"-91.426.100.236.509.200,00","0,00"
"8.864.995.149.007.880,00","0,00"
"695.741.807.812.681.000,00","1.000.000.000.000.000.000,00"
"-127.636.307.424.250.000,00","0,00"
"377.036.167.989.149.000,00","1.000.000.000.000.000.000,00"
"141.566.987.038.692.000,00","0,00"
"-218.903.056.476.659.000,00","0,00"
"-124.635.744.672.371.000,00","0,00"
"228.990.788.611.397.000,00","0,00"
"450.063.004.882.770.000,00","1.000.000.000.000.000.000,00"
"238.981.044.815.226.000,00","1.000.000.000.000.000.000,00"
"128.183.600.240.124.000,00","0,00"
"6.281.673.881.490.700,00","0,00"
"-209.558.327.492.135.000,00","0,00"
"255.631.156.074.709.000,00","1.000.000.000.000.000.000,00"
"-4.687.448.413.034.030,00","0,00"
"-6.776.063.857.368.360,00","0,00"
"-207.032.038.121.023.000,00","0,00"
"81.278.452.756.830.400,00","0,00"
"848.676.746.192.753.000,00","1.000.000.000.000.000.000,00"
"-5.703.533.392.847.770,00","0,00"
"-146.592.958.882.532.000,00","0,00"
"68.294.151.489.228.800,00","0,00"
"437.637.345.974.861.000,00","1.000.000.000.000.000.000,00"
"49.414.301.176.168.700,00","0,00"
"-117.737.682.074.688.000,00","0,00"
